ID_Zona	Tipo_Familia	Tipo_Pareja	Tipo_Soltero	Educacion_Superior	Educacion_Media	Educacion_Baja	Poblacion_Empresario	Poblacion_Funcionario	Poblacion_Trabajador_Cualificado	Poblacion_Trabajador_No_Cualificado	Vivienda_Propiedad	Vivienda_Alquiler	Medico_Seguro_Privado	Medico_Seguridad_Social	Ingresos_Mas_De_40000	Ingresos_De_20000_Hasta_40000	Ingresos_Hasta_20000
Z0282	51.6	29.86	18.54	0.0	21.24	78.76	0.0	0.0	37.06	62.95	73.62	26.38	19.66	80.34	0.0	0.0	100.0
Z0285	43.31	22.03	34.67	0.0	7.08	92.92	4.26	9.56	0.0	86.18	6.95	93.05	18.69	81.31	0.0	0.0	100.0
Z0286	45.48	29.67	24.85	2.67	37.28	60.05	7.42	12.94	33.45	46.2	4.51	95.49	8.72	91.28	0.0	0.0	100.0
Z0287	48.21	24.13	27.67	9.6	41.0	49.4	21.0	14.41	13.33	51.26	4.61	95.39	1.91	98.09	0.0	0.0	100.0
Z0288	32.54	17.9	49.56	8.64	35.71	55.66	6.58	22.57	27.48	43.37	1.86	98.14	3.98	96.02	0.0	0.0	99.99
Z0289	46.94	20.48	32.58	0.0	2.26	97.74	6.58	2.51	0.0	90.91	8.1	91.9	18.38	81.62	0.0	0.0	100.0
Z0290	45.47	25.85	28.68	0.0	3.17	96.83	0.0	39.72	0.0	60.28	0.0	100.0	0.0	100.0	0.0	0.0	100.0
Z0291	67.33	11.15	21.51	5.14	27.83	67.03	0.0	30.41	32.23	37.36	3.66	96.34	0.0	100.0	0.0	0.0	100.01
Z0292	36.17	30.88	32.95	0.0	25.38	74.62	0.0	40.71	14.38	44.91	0.0	100.0	21.83	78.17	0.0	0.0	100.0
Z0293	61.15	38.85	0.0	0.0	38.28	61.72	36.93	29.59	33.48	0.0	41.71	58.29	6.75	93.25	0.0	52.83	47.17
Z0294	41.27	41.62	17.11	6.34	31.59	62.07	10.02	35.39	33.97	20.61	41.4	58.6	5.56	94.44	5.98	2.79	91.23
Z0296	65.72	14.77	19.51	4.64	28.6	66.76	0.0	36.01	20.64	43.35	19.39	80.61	0.0	100.0	0.0	0.0	100.0
Z0297	37.8	42.35	19.85	46.12	24.03	29.84	38.71	37.51	9.6	14.17	27.05	72.95	69.93	30.07	0.0	15.42	84.58
Z0298	29.25	15.97	54.79	2.92	31.67	65.41	0.0	12.55	16.79	70.66	33.08	66.92	0.0	100.0	0.0	0.0	100.01
Z0301	42.44	13.39	44.17	0.0	0.0	100.0	0.0	19.7	29.52	50.78	0.0	100.0	0.0	100.0	0.0	0.0	100.0
Z0302	17.93	37.89	44.18	0.0	17.3	82.7	0.0	43.37	0.0	56.63	0.0	100.0	0.0	100.0	0.0	0.0	100.0
Z0303	16.63	42.73	40.63	44.53	0.0	55.47	42.96	0.0	40.22	16.83	60.64	39.36	45.88	54.12	0.0	9.11	90.89
Z0304	56.04	43.96	0.0	0.0	13.65	86.35	0.0	0.0	0.0	100.0	0.0	100.0	30.88	69.12	0.0	0.0	99.99
Z0305	31.6	50.74	17.66	0.0	30.25	69.75	7.42	13.83	16.09	62.66	3.29	96.71	27.28	72.72	0.0	0.0	100.0
Z0306	4.96	78.78	16.27	0.0	47.18	52.82	0.0	35.42	15.63	48.95	0.0	100.0	14.45	85.55	0.0	0.0	99.99
Z0310	80.28	19.72	0.0	0.0	11.69	88.31	0.0	45.14	0.0	54.85	100.0	0.0	0.0	100.0	0.0	0.0	100.0
Z0311	21.44	43.93	34.63	0.0	69.19	30.81	30.15	34.62	15.55	19.68	45.34	54.66	29.69	70.31	0.0	0.0	100.0
Z0312	29.27	51.8	18.93	0.0	44.92	55.08	0.0	17.05	38.46	44.49	0.0	100.0	0.0	100.0	0.0	0.0	100.0
Z0313	43.37	20.25	36.38	0.0	15.83	84.17	9.51	10.78	0.0	79.71	19.65	80.35	13.5	86.5	0.0	0.0	100.0
Z0314	9.54	18.71	71.75	1.59	2.5	95.9	0.0	15.85	48.87	35.29	5.65	94.35	0.0	100.0	0.0	6.53	93.47
Z0316	18.15	36.71	45.15	0.0	54.52	45.48	0.0	84.87	0.0	15.13	12.1	87.9	0.0	100.0	0.0	0.0	100.0
Z0317	47.06	52.94	0.0	0.0	25.26	74.74	13.52	17.29	33.7	35.49	81.87	18.13	30.31	69.69	5.42	12.31	82.27
Z0318	29.25	12.18	58.57	13.95	53.9	32.14	15.7	51.54	0.0	32.76	41.38	58.62	46.61	53.39	0.0	55.48	44.52
Z0320	28.34	54.82	16.84	13.42	14.44	72.14	36.33	9.85	41.38	12.44	86.34	13.66	44.49	55.51	0.0	8.5	91.51
Z0321	32.19	51.51	16.3	17.16	29.11	53.73	30.99	16.3	26.05	26.66	70.67	29.33	44.62	55.38	0.0	8.0	91.99
Z0322	28.01	58.74	13.25	11.44	43.89	44.67	22.69	1.38	20.02	55.91	42.43	57.57	46.11	53.89	0.0	29.79	70.21
Z0323	0.0	66.54	33.46	2.41	45.64	51.95	34.28	18.7	0.0	47.01	0.0	100.0	11.92	88.08	0.0	0.0	100.0
Z0325	100.0	0.0	0.0	0.0	100.0	0.0	6.69	31.72	27.12	34.47	45.6	54.4	3.04	96.96	0.0	10.23	89.77
Z0326	32.24	56.19	11.57	0.0	13.49	86.51	12.03	22.24	38.95	26.78	26.0	74.0	20.29	79.71	0.0	0.0	99.99
Z0327	26.92	44.4	28.68	5.48	6.89	87.63	4.09	27.62	68.29	0.0	65.19	34.81	6.23	93.77	0.0	0.0	100.0
Z0328	29.39	43.21	27.4	13.11	38.25	48.64	31.16	25.15	43.69	0.0	39.58	60.42	4.53	95.47	0.0	0.0	100.0
Z0329	28.74	41.59	29.66	19.43	78.18	2.39	65.78	32.12	2.11	0.0	14.21	85.79	5.45	94.55	0.0	0.0	100.0
Z0331	79.1	20.9	0.0	0.0	28.22	71.78	0.0	43.4	24.71	31.9	73.4	26.6	0.0	100.0	0.0	16.9	83.09
Z0332	82.19	15.33	2.47	0.0	19.39	80.61	6.49	15.23	37.8	40.48	27.5	72.5	0.0	100.0	0.0	0.0	100.0
Z0334	70.65	29.35	0.0	79.31	20.69	0.0	34.47	38.98	0.0	26.55	84.88	15.12	57.14	42.86	18.44	25.94	55.62
Z0337	38.94	61.06	0.0	26.32	57.16	16.53	84.34	15.66	0.0	0.0	100.0	0.0	100.0	0.0	0.0	0.0	100.0
Z0339	12.55	57.13	30.32	1.54	30.94	67.52	16.77	26.35	19.05	37.83	30.77	69.23	4.48	95.52	0.0	0.0	100.0
Z0340	15.51	60.33	24.17	0.0	41.74	58.26	0.0	44.06	13.17	42.77	0.0	100.0	13.25	86.75	0.0	0.0	100.0
Z0341	63.48	11.98	24.54	0.0	54.96	45.04	7.2	39.97	52.83	0.0	79.4	20.6	8.67	91.33	0.0	14.87	85.14
Z0345	45.43	46.48	8.08	0.0	44.8	55.2	0.0	54.2	21.3	24.51	0.0	100.0	18.55	81.45	0.0	0.0	100.0
Z0346	60.54	39.46	0.0	35.47	44.6	19.94	61.75	15.39	22.86	0.0	78.67	21.33	26.65	73.35	0.0	0.0	100.0
Z0347	12.7	47.89	39.41	0.0	20.24	79.76	0.0	7.01	33.12	59.87	0.0	100.0	13.11	86.89	0.0	0.0	100.01
Z0348	6.33	50.62	43.05	19.4	41.24	39.35	10.11	66.32	6.39	17.17	0.0	100.0	45.44	54.56	0.0	0.0	100.01
Z0349	56.05	43.95	0.0	18.54	81.46	0.0	37.48	47.43	0.0	15.09	70.72	29.28	44.4	55.6	0.0	0.0	100.0
Z0350	27.82	43.04	29.14	83.0	17.0	0.0	82.83	14.39	0.0	2.78	100.0	0.0	69.46	30.54	0.0	0.0	100.0
Z0351	6.56	4.88	88.56	57.75	42.25	0.0	17.14	7.83	0.0	75.04	100.0	0.0	74.57	25.43	0.0	0.0	100.0
Z0352	26.33	61.73	11.94	0.0	45.88	54.12	0.0	55.89	15.36	28.75	0.0	100.0	19.42	80.58	0.0	0.0	100.0
Z0353	16.91	77.13	5.96	0.0	29.6	70.4	4.81	34.97	4.55	55.66	19.75	80.25	21.19	78.81	0.0	0.0	100.0
Z0354	0.0	32.59	67.41	32.24	35.95	31.81	0.0	73.68	0.0	26.32	19.13	80.87	17.25	82.75	0.0	0.0	100.0
Z0357	0.0	69.97	30.03	7.74	41.74	50.52	48.88	14.79	13.63	22.7	0.0	100.0	0.0	100.0	0.0	0.0	99.99
Z0358	34.68	19.54	45.79	0.0	0.0	100.0	0.0	31.65	40.25	28.1	13.73	86.27	0.0	100.0	0.0	0.0	100.0
Z0360	0.0	11.86	88.14	4.14	42.25	53.61	41.02	38.99	5.41	14.58	0.0	100.0	0.0	100.0	0.0	0.0	99.99
Z0361	31.59	24.74	43.67	6.65	39.96	53.39	12.98	37.22	44.35	5.45	84.31	15.69	4.63	95.37	0.0	0.0	100.0
Z0362	28.09	30.98	40.93	12.81	43.01	44.19	19.13	57.05	3.13	20.7	7.36	92.64	3.18	96.82	0.0	0.0	100.0
Z0365	32.69	24.54	42.76	15.21	17.5	67.29	54.49	45.51	0.0	0.0	60.44	39.56	40.2	59.8	0.0	36.55	63.45
Z0368	35.66	32.06	32.27	16.31	30.27	53.42	0.0	28.07	7.34	64.59	0.0	100.0	43.14	56.86	0.0	0.0	100.0
Z0369	30.23	36.7	33.07	0.0	0.0	100.0	0.0	0.0	56.65	43.35	25.33	74.67	26.99	73.01	0.0	0.0	100.0
Z0370	28.66	39.34	32.0	14.94	52.68	32.38	52.28	18.78	0.0	28.93	57.8	42.2	15.41	84.59	0.0	0.0	100.0
Z0371	39.04	14.09	46.86	14.03	28.69	57.28	70.94	0.0	29.06	0.0	100.0	0.0	29.35	70.65	0.0	0.0	99.99
Z0373	13.53	41.0	45.47	0.0	13.06	86.94	0.0	31.74	68.26	0.0	0.0	100.0	0.0	100.0	0.0	0.0	100.0
Z0377	0.0	9.18	90.82	15.15	14.28	70.57	1.33	86.93	2.12	9.63	0.0	100.0	0.0	100.0	0.0	0.0	100.0
Z0378	77.81	1.28	20.91	1.78	43.21	55.01	15.95	19.65	36.21	28.18	17.11	82.89	16.33	83.67	0.0	0.0	100.0
Z0379	58.55	13.19	28.26	8.06	44.99	46.95	23.91	27.06	36.61	12.42	18.19	81.81	21.37	78.63	0.0	0.0	100.01
Z0380	41.81	42.12	16.07	1.11	18.01	80.88	0.0	12.44	6.06	81.49	6.13	93.87	7.23	92.77	0.0	0.0	100.0
Z0381	37.03	19.65	43.32	0.0	32.25	67.75	0.0	17.54	29.04	53.42	68.74	31.26	0.0	100.0	0.0	4.39	95.61
Z0382	41.41	16.41	42.18	2.86	32.97	64.17	0.0	62.3	21.74	15.95	28.85	71.15	7.55	92.45	0.0	0.0	100.0
Z0384	67.65	18.24	14.11	0.0	96.5	3.5	0.0	77.61	7.47	14.91	100.0	0.0	19.55	80.45	0.0	0.0	100.0
Z0385	17.91	39.86	42.23	0.0	57.71	42.29	0.0	47.36	44.81	7.83	100.0	0.0	20.11	79.89	0.0	0.0	100.0
Z0387	72.7	27.3	0.0	41.42	14.04	44.54	44.41	12.54	43.05	0.0	100.0	0.0	46.07	53.93	0.0	0.0	100.0
Z0388	83.85	13.17	2.97	35.27	23.4	41.33	3.59	41.98	6.64	47.8	100.0	0.0	60.94	39.06	1.44	40.88	57.68
Z0389	31.04	61.18	7.79	6.93	65.54	27.53	8.07	28.06	7.1	56.76	100.0	0.0	60.09	39.91	20.97	34.15	44.89
Z0390	42.2	35.24	22.56	14.62	42.86	42.53	17.74	23.54	18.99	39.73	100.0	0.0	55.79	44.21	2.18	20.4	77.43
Z0392	39.2	28.39	32.42	17.22	43.68	39.1	31.11	28.47	15.63	24.78	100.0	0.0	60.78	39.22	3.29	8.47	88.24
Z0394	23.06	27.26	49.68	4.6	53.77	41.63	11.24	3.71	28.41	56.65	100.0	0.0	59.47	40.53	1.04	0.95	98.01
Z0395	91.86	8.14	0.0	0.0	25.65	74.35	0.0	25.97	28.71	45.32	0.0	100.0	0.0	100.0	0.0	0.0	100.0
Z0396	87.12	12.88	0.0	15.13	8.45	76.42	21.05	5.22	4.07	69.66	57.5	42.5	20.61	79.39	0.0	0.0	100.0
Z0397	93.73	0.0	6.27	0.0	0.0	100.0	29.9	24.17	4.37	41.56	0.0	100.0	41.82	58.18	0.0	0.0	100.0
Z0399	63.46	22.64	13.9	0.0	17.17	82.83	21.1	0.0	67.88	11.02	83.58	16.42	9.48	90.52	0.0	0.0	100.0
Z0400	52.34	30.07	17.59	20.97	17.76	61.27	25.08	26.89	7.17	40.86	56.42	43.58	44.56	55.44	0.0	12.94	87.05
Z0401	31.39	47.13	21.48	0.0	86.34	13.66	0.0	84.02	0.0	15.98	0.0	100.0	0.0	100.0	0.0	0.0	100.0
Z0402	45.01	40.97	14.02	7.17	62.8	30.03	57.36	34.31	2.97	5.36	81.88	18.12	39.95	60.05	0.0	15.23	84.77
Z0403	15.77	61.92	22.31	28.35	53.16	18.49	58.58	41.42	0.0	0.0	33.04	66.96	78.78	21.22	0.0	0.0	100.0
Z0404	0.0	82.95	17.05	21.41	64.54	14.06	22.68	51.14	0.0	26.18	83.77	16.23	87.37	12.63	0.0	0.0	100.0
Z0405	41.43	0.0	58.57	0.0	0.0	100.0	25.26	29.67	4.03	41.03	39.13	60.87	45.09	54.91	0.0	14.95	85.05
Z0406	53.83	42.69	3.48	11.97	46.46	41.57	35.96	21.91	15.66	26.47	44.45	55.55	1.4	98.6	0.0	5.09	94.91
Z0407	84.44	15.56	0.0	19.23	49.82	30.95	12.88	44.93	25.2	16.99	8.21	91.79	45.37	54.63	0.0	13.28	86.72
Z0408	72.84	27.16	0.0	0.0	40.69	59.31	19.36	0.0	36.51	44.13	58.31	41.69	42.51	57.49	0.0	30.13	69.87
Z0410	53.15	46.85	0.0	45.16	38.69	16.15	7.07	68.23	3.6	21.09	19.48	80.52	43.17	56.83	0.0	18.76	81.23
Z0412	96.43	3.57	0.0	0.0	1.24	98.76	0.0	3.54	52.47	43.99	0.0	100.0	0.0	100.0	0.0	0.0	100.0
Z0415	65.04	32.49	2.47	0.0	48.64	51.36	16.46	0.0	65.86	17.68	93.43	6.57	15.27	84.73	0.0	0.0	100.0
Z0417	31.39	34.14	34.47	8.41	27.06	64.53	14.68	11.37	7.29	66.65	57.01	42.99	46.04	53.96	1.81	4.07	94.12
Z0418	57.67	32.1	10.23	4.06	63.91	32.03	38.16	14.79	10.78	36.26	100.0	0.0	38.32	61.68	0.0	0.0	100.01
Z0420	100.0	0.0	0.0	51.82	48.18	0.0	80.69	19.31	0.0	0.0	100.0	0.0	56.11	43.89	0.0	0.0	100.0
Z0421	100.0	0.0	0.0	0.0	48.54	51.46	20.23	0.0	79.77	0.0	15.04	84.96	19.68	80.32	0.0	15.09	84.9
Z0422	100.0	0.0	0.0	12.27	38.28	49.44	38.55	43.61	0.0	17.84	100.0	0.0	40.67	59.33	0.0	0.0	99.99
Z0423	86.95	13.05	0.0	34.94	44.09	20.96	76.69	0.0	12.78	10.52	57.52	42.48	16.45	83.55	0.0	0.0	100.0
Z0424	70.85	29.15	0.0	0.0	42.72	57.28	0.0	45.32	54.68	0.0	69.87	30.13	45.7	54.3	0.0	0.0	100.0
Z0425	69.83	30.17	0.0	29.99	55.74	14.27	40.62	11.67	19.37	28.35	69.54	30.46	44.03	55.97	0.0	31.49	68.51
Z0428	56.18	43.82	0.0	0.0	32.01	67.99	0.0	25.99	74.01	0.0	56.26	43.74	0.0	100.0	0.0	0.0	100.0
Z0429	53.44	46.56	0.0	0.0	46.22	53.78	0.0	41.15	0.0	58.85	100.0	0.0	0.0	100.0	0.0	0.0	100.0
Z0431	55.76	44.24	0.0	17.2	41.9	40.9	0.0	43.03	0.0	56.97	46.33	53.67	19.79	80.21	0.0	0.0	100.0
Z0432	58.24	41.76	0.0	19.24	66.86	13.9	38.12	42.2	0.0	19.68	17.6	82.4	29.85	70.15	0.0	0.0	100.0
Z0433	45.48	54.52	0.0	0.0	42.0	58.0	42.28	8.19	40.89	8.64	96.69	3.31	61.91	38.09	0.0	4.33	95.67
Z0436	56.58	35.52	7.9	12.7	60.58	26.73	50.51	13.66	3.05	32.78	84.88	15.12	26.17	73.83	52.49	0.0	47.51
Z0437	59.88	22.98	17.15	22.99	31.67	45.34	34.03	13.49	45.22	7.26	100.0	0.0	30.27	69.73	0.0	0.0	100.0
Z0438	0.0	0.0	100.0	100.0	0.0	0.0	0.0	0.0	0.0	100.0	0.0	100.0	0.0	100.0	0.0	0.0	100.0
Z0439	28.26	63.93	7.81	0.0	66.42	33.58	23.03	64.03	5.36	7.58	0.0	100.0	0.0	100.0	0.0	0.0	99.99
Z0440	17.16	51.91	30.93	0.0	59.75	40.25	13.44	40.82	24.04	21.71	0.0	100.0	0.0	100.0	0.0	0.0	99.99
Z0441	3.66	19.65	76.69	0.0	52.85	47.15	19.35	40.81	20.34	19.5	0.0	100.0	0.0	100.0	0.0	0.0	100.0
Z0443	0.0	100.0	0.0	27.37	72.63	0.0	47.21	52.79	0.0	0.0	100.0	0.0	65.29	34.71	0.0	19.71	80.29
Z0444	100.0	0.0	0.0	0.0	49.66	50.34	0.0	100.0	0.0	0.0	100.0	0.0	79.73	20.27	0.0	0.0	100.0
Z0445	0.0	100.0	0.0	0.0	0.0	100.0	49.63	0.0	50.37	0.0	46.32	53.68	0.0	100.0	0.0	0.0	100.0
Z0446	0.0	100.0	0.0	0.0	100.0	0.0	0.0	100.0	0.0	0.0	0.0	100.0	53.27	46.73	0.0	0.0	100.0
Z0447	0.0	100.0	0.0	0.0	100.0	0.0	45.76	0.0	0.0	54.24	26.23	73.77	69.75	30.25	0.0	5.42	94.59
Z0450	30.3	34.25	35.45	0.0	4.32	95.68	0.0	39.76	0.0	60.24	0.0	100.0	0.0	100.0	0.0	0.0	100.0
Z0452	42.71	51.35	5.94	0.0	0.0	100.0	0.0	0.0	30.57	69.43	0.0	100.0	28.13	71.87	0.0	0.0	100.0
Z0454	31.68	38.53	29.8	26.62	29.79	43.59	33.15	25.01	20.03	21.82	65.89	34.11	14.08	85.92	0.0	4.07	95.93
Z0455	1.89	41.05	57.07	0.0	0.0	100.0	0.0	0.0	46.02	53.98	0.0	100.0	32.04	67.96	0.0	0.0	100.0
Z0456	71.48	28.52	0.0	0.0	73.8	26.2	32.21	14.04	0.0	53.75	100.0	0.0	33.88	66.12	0.0	18.46	81.54
Z0457	49.53	44.4	6.07	6.89	31.71	61.4	16.95	23.86	34.14	25.06	41.7	58.3	32.52	67.48	4.9	8.65	86.45
Z0458	19.12	41.08	39.8	29.92	61.69	8.39	59.75	23.77	16.48	0.0	100.0	0.0	55.1	44.9	0.0	12.26	87.74
Z0459	100.0	0.0	0.0	5.03	35.6	59.37	27.25	15.5	26.32	30.94	77.98	22.02	31.9	68.1	0.0	0.0	100.0
Z0460	77.67	16.77	5.57	5.06	16.82	78.12	4.93	19.46	54.49	21.13	92.23	7.77	6.82	93.18	0.0	0.0	100.0
Z0462	72.12	27.88	0.0	0.0	26.83	73.17	0.0	0.0	70.97	29.03	41.44	58.56	43.63	56.37	0.0	0.0	100.0
Z0463	44.2	45.63	10.17	0.0	12.81	87.19	7.67	12.03	21.23	59.05	58.28	41.72	16.7	83.3	0.0	18.81	81.19
Z0464	42.16	37.21	20.63	15.47	32.16	52.36	31.69	15.96	15.21	37.15	82.31	17.69	45.89	54.11	8.47	3.5	88.02
Z0465	32.06	44.27	23.67	20.41	29.26	50.33	20.34	18.08	38.46	23.11	74.65	25.35	43.3	56.7	0.0	15.31	84.69
Z0466	53.52	13.16	33.32	2.38	33.26	64.37	25.75	11.83	26.8	35.63	47.55	52.45	19.74	80.26	5.15	2.95	91.91
Z0467	23.46	41.71	34.83	0.0	25.81	74.19	0.0	20.8	13.68	65.53	43.53	56.47	44.43	55.57	0.0	30.72	69.27
Z0468	5.22	59.43	35.35	0.0	56.99	43.01	0.0	17.89	19.01	63.09	92.86	7.14	47.43	52.57	0.0	19.26	80.74
Z0469	21.69	53.27	25.04	0.0	40.59	59.41	0.0	12.22	12.74	75.05	67.44	32.56	45.32	54.68	0.0	30.47	69.52
Z0470	55.42	43.16	1.42	29.9	40.81	29.28	15.54	58.37	19.36	6.72	51.02	48.98	17.68	82.32	0.0	0.0	100.0
Z0471	68.58	30.05	1.37	2.4	37.8	59.8	24.07	44.29	10.4	21.23	17.3	82.7	8.03	91.97	4.28	0.0	95.72
Z0472	76.47	17.72	5.81	0.0	20.56	79.44	1.87	7.18	6.4	84.55	93.45	6.55	1.87	98.13	0.0	38.96	61.03
Z0473	13.76	6.82	79.41	36.82	43.49	19.69	41.82	40.47	12.21	5.5	0.0	100.0	58.87	41.13	0.0	0.0	99.99
Z0474	0.0	17.41	82.59	0.0	0.0	100.0	0.0	5.2	56.58	38.22	0.0	100.0	31.23	68.77	0.0	0.0	100.0
Z0475	22.2	47.58	30.22	21.61	58.22	20.17	7.27	67.62	14.05	11.06	7.35	92.65	19.73	80.27	0.0	7.64	92.36
Z0476	2.61	23.05	74.34	6.74	91.53	1.74	5.03	46.56	1.39	47.02	6.61	93.39	3.85	96.15	0.0	0.0	99.99
Z0478	25.76	23.66	50.57	21.4	34.97	43.63	12.31	44.84	16.05	26.79	21.37	78.63	5.12	94.88	0.0	0.0	99.99
Z0479	73.94	10.64	15.43	17.57	79.43	3.0	18.95	39.47	21.83	19.76	53.72	46.28	0.0	100.0	0.0	0.0	99.99
Z0480	6.94	29.67	63.39	46.0	52.47	1.53	18.65	34.98	29.32	17.05	2.01	97.99	0.0	100.0	0.0	0.0	100.01
Z0481	29.69	60.48	9.83	21.8	45.43	32.76	26.05	46.98	18.15	8.83	9.5	90.5	13.84	86.16	0.0	4.23	95.77
Z0482	48.01	29.39	22.6	19.96	34.42	45.62	19.94	33.19	29.04	17.82	17.98	82.02	0.0	100.0	0.0	0.0	100.0
Z0484	56.9	13.42	29.68	22.42	35.26	42.31	30.24	5.25	49.31	15.19	66.15	33.85	31.93	68.07	0.0	11.14	88.86
Z0485	14.36	11.64	73.99	5.46	45.9	48.63	0.0	42.7	28.02	29.28	20.29	79.71	21.41	78.59	0.0	0.0	100.01
Z0486	67.24	15.8	16.96	0.0	21.05	78.95	19.25	2.22	24.08	54.44	2.73	97.27	0.0	100.0	0.0	0.0	100.0
Z0488	19.09	47.34	33.57	4.63	1.54	93.83	13.56	4.0	82.44	0.0	100.0	0.0	21.57	78.43	0.0	0.0	100.0
Z0491	34.17	51.1	14.74	5.9	24.89	69.21	13.33	37.05	23.36	26.24	57.39	42.61	12.95	87.05	5.67	7.13	87.2
Z0493	86.63	6.67	6.7	0.0	4.64	95.36	1.64	19.8	40.35	38.2	3.92	96.08	0.0	100.0	0.0	0.0	100.0
Z0494	64.13	34.07	1.8	0.0	27.24	72.76	6.73	27.48	44.46	21.33	7.83	92.17	0.0	100.0	0.0	0.0	100.0
Z0495	49.98	44.77	5.25	0.0	19.16	80.84	2.46	63.86	17.05	16.63	3.27	96.73	0.0	100.0	0.0	0.0	100.0
Z0497	58.59	29.28	12.13	21.7	47.59	30.71	45.65	32.51	14.42	7.42	87.63	12.37	29.29	70.71	0.0	3.15	96.85
Z0498	45.68	54.32	0.0	21.48	28.24	50.27	39.09	3.55	43.95	13.41	71.54	28.46	42.65	57.35	12.33	0.0	87.66
Z0499	40.07	54.51	5.42	34.07	50.32	15.61	56.83	16.25	15.98	10.94	79.25	20.75	58.69	41.31	0.0	53.43	46.57
Z0501	97.89	2.11	0.0	0.0	45.18	54.82	0.0	61.85	20.13	18.02	83.37	16.63	0.0	100.0	0.0	5.44	94.56
Z0502	53.67	46.33	0.0	9.22	23.58	67.2	21.39	2.69	21.32	54.6	78.19	21.81	70.04	29.96	0.0	1.76	98.24
Z0503	78.71	18.97	2.33	1.63	32.56	65.81	0.0	57.73	5.3	36.96	16.28	83.72	0.0	100.0	0.0	0.0	100.0
Z0504	2.74	41.66	55.59	5.9	78.57	15.54	7.55	54.97	8.52	28.96	0.0	100.0	29.57	70.43	0.0	0.0	100.0
Z0506	0.0	15.97	84.03	41.72	47.04	11.25	15.0	76.93	0.0	8.07	0.0	100.0	41.22	58.78	0.0	26.42	73.58
Z0507	0.0	2.12	97.88	1.47	96.15	2.38	9.43	40.25	0.0	50.32	0.0	100.0	45.61	54.39	0.0	3.0	97.01
Z0508	0.0	12.42	87.58	0.0	0.0	100.0	0.0	21.63	57.67	20.7	0.0	100.0	3.01	96.99	0.0	0.0	100.0
Z0511	13.79	45.94	40.27	21.72	46.39	31.89	36.96	21.05	1.9	40.09	20.61	79.39	6.65	93.35	0.0	0.0	100.01
Z0512	25.39	33.98	40.63	7.03	33.69	59.28	22.37	32.56	16.61	28.46	35.81	64.19	2.62	97.38	0.0	0.0	100.0
Z0513	69.22	0.0	30.78	0.0	0.0	100.0	0.0	0.0	27.11	72.89	57.54	42.46	0.0	100.0	0.0	0.0	99.99
Z0514	0.0	79.24	20.76	0.0	44.35	55.65	0.0	81.43	18.57	0.0	100.0	0.0	0.0	100.0	0.0	0.0	100.0
Z0515	4.09	64.66	31.25	5.55	38.81	55.64	5.58	57.26	19.84	17.33	13.39	86.61	0.0	100.0	0.0	0.0	100.0
Z0516	54.7	36.96	8.34	37.85	8.88	53.27	17.39	30.41	36.65	15.55	73.52	26.48	4.94	95.06	0.0	0.0	100.0
Z0517	49.28	28.13	22.59	30.79	3.01	66.2	18.89	27.06	38.96	15.08	82.93	17.07	5.91	94.09	0.0	0.0	100.01
Z0519	43.23	44.53	12.24	0.0	43.55	56.45	3.59	29.07	11.71	55.64	79.66	20.34	8.38	91.62	0.0	0.0	99.99
Z0520	28.8	55.53	15.68	0.0	0.0	100.0	0.0	20.61	79.39	0.0	45.86	54.14	0.0	100.0	0.0	0.0	100.0
Z0521	33.43	66.57	0.0	17.79	0.0	82.21	33.49	12.38	3.88	50.24	92.03	7.97	45.32	54.68	0.0	13.8	86.2
Z0522	29.56	70.44	0.0	87.51	0.0	12.49	81.31	0.0	0.0	18.7	100.0	0.0	77.26	22.74	0.0	21.57	78.43
Z0523	32.55	63.92	3.54	39.42	52.55	8.03	80.96	19.04	0.0	0.0	100.0	0.0	48.93	51.07	0.0	1.95	98.06
Z0524	30.0	13.24	56.76	62.58	2.84	34.57	85.75	14.25	0.0	0.0	100.0	0.0	38.66	61.34	0.0	50.76	49.24
Z0526	7.09	30.34	62.57	18.82	46.63	34.55	14.64	53.69	22.9	8.78	0.0	100.0	38.78	61.22	0.0	0.0	100.0
Z0528	29.97	41.17	28.85	18.85	39.54	41.61	33.27	25.6	21.15	19.98	57.77	42.23	25.7	74.3	0.0	7.45	92.54
Z0530	60.96	1.21	37.83	9.87	72.47	17.66	4.45	58.15	29.72	7.68	8.19	91.81	0.0	100.0	0.0	0.0	100.0
Z0531	32.18	15.89	51.93	18.94	45.56	35.49	13.31	49.59	21.86	15.24	12.47	87.53	0.0	100.0	0.0	0.0	100.01
Z0533	14.25	77.31	8.45	15.46	30.16	54.38	30.32	18.39	41.59	9.7	77.84	22.16	31.7	68.3	0.0	0.0	99.99
Z0535	31.12	50.93	17.95	0.0	9.33	90.67	0.0	15.0	54.43	30.57	0.0	100.0	12.67	87.33	0.0	0.0	100.0
Z0536	67.4	28.74	3.87	15.51	52.32	32.17	44.07	39.51	16.41	0.0	92.81	7.19	44.2	55.8	0.0	0.0	100.0
Z0537	50.14	28.73	21.13	30.94	42.3	26.76	40.98	50.83	8.19	0.0	90.96	9.04	27.15	72.85	0.0	0.0	100.0
Z0539	82.62	17.38	0.0	8.39	52.33	39.28	20.67	56.14	18.69	4.5	68.82	31.18	30.77	69.23	0.0	0.0	100.0
