Gasto_Vida,Gasto_Vehiculos,Gasto_Otros,Tipo_Familia,Tipo_Pareja,Tipo_Soltero,Educacion_Superior,Educacion_Media,Educacion_Baja,Poblacion_Empresario,Poblacion_Funcionario,Poblacion_Trabajador_Cualificado,Poblacion_Trabajador_No_Cualificado,Vivienda_Propiedad,Vivienda_Alquiler,Medico_Seguro_Privado,Medico_Seguridad_Social,Ingresos_Mas_De_40000,Ingresos_De_20000_Hasta_40000,Ingresos_Hasta_20000,Edad,Anio Alta,Sexo_Mujer,Productos_Vida_1,Productos_Vida_2,Productos_Vida_3,Productos_Vida_4,Productos_Vida_8,Productos_Vehiculos_1,Productos_Vehiculos_2,Productos_Vehiculos_3,Productos_Vehiculos_4,Productos_Vehiculos_5,Productos_Vehiculos_6,Productos_Vehiculos_7,Productos_Vehiculos_8,Productos_Vehiculos_10,Productos_Otros_1,Productos_Otros_2,Productos_Otros_3,Productos_Otros_4,Productos_Otros_5,Productos_Otros_6,Productos_Otros_7,Productos_Otros_8,Mes Alta_Agosto,Mes Alta_Diciembre,Mes Alta_Enero,Mes Alta_Febrero,Mes Alta_Julio,Mes Alta_Junio,Mes Alta_Marzo,Mes Alta_Mayo,Mes Alta_Noviembre,Mes Alta_Octubre,Mes Alta_Septiembre,Dia Semana_Jueves,Dia Semana_Lunes,Dia Semana_Martes,Dia Semana_Miércoles,Dia Semana_Sábado,Dia Semana_Viernes,CompraSeguro,Tipo Archivo
0.0,911.34,0.0,19.65,27.64,52.72,17.39,44.85,37.76,21.81,50.15,8.72,19.32,79.48,20.52,31.51,68.49,0.0,5.06,94.94,52,1994,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,Entrenamiento
0.0,3004.7,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,0.0,100.0,45.57,54.43,0.0,0.0,100.0,47,2000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,Entrenamiento
0.0,1958.28,185.44,51.24,21.62,27.14,16.62,35.97,47.41,21.43,34.65,43.92,0.0,100.0,0.0,20.26,79.74,0.0,0.0,100.0,62,1982,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,Entrenamiento
0.0,0.0,35.67,6.58,30.07,63.35,3.21,46.03,50.76,17.76,21.16,19.46,41.63,17.29,82.71,17.86,82.14,0.0,8.9,91.11,59,1988,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,Entrenamiento
0.0,795.69,0.0,68.45,31.55,0.0,38.22,26.18,35.6,0.0,100.0,0.0,0.0,100.0,0.0,44.94,55.06,23.78,21.84,54.38,56,1989,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,Entrenamiento
0.0,902.84,105.53,48.14,46.22,5.64,6.35,70.2,23.45,10.84,32.03,49.68,7.45,95.22,4.78,18.99,81.01,0.0,0.0,99.99,69,1974,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.0,Entrenamiento
0.0,0.0,0.0,19.35,54.42,26.23,6.22,28.24,65.54,0.0,16.27,41.6,42.13,0.0,100.0,11.95,88.05,0.0,0.0,100.0,36,2008,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.0,Entrenamiento
0.0,0.0,0.0,35.7,48.28,16.02,9.73,21.51,68.77,1.89,31.29,22.05,44.78,0.0,100.0,8.78,91.22,0.0,9.59,90.41,52,1992,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.0,Entrenamiento
0.0,0.0,0.0,53.12,30.28,16.6,7.17,42.2,50.63,20.67,29.93,23.71,25.68,60.33,39.67,7.63,92.37,2.57,0.0,97.43,72,1971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,Entrenamiento
0.0,5683.69,432.48,30.65,69.35,0.0,67.75,32.25,0.0,0.0,70.32,29.68,0.0,100.0,0.0,16.22,83.78,0.0,0.0,100.0,66,1978,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,Entrenamiento
0.0,2379.49,425.51,53.45,44.53,2.02,5.78,30.22,63.99,33.22,39.28,9.23,18.27,84.6,15.4,11.98,88.02,1.1,39.84,59.06,57,1987,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.0,Entrenamiento
0.0,0.0,2073.24,89.13,1.39,9.49,7.75,53.67,38.58,22.76,46.09,31.14,0.0,43.05,56.95,86.61,13.39,2.66,16.43,80.91,53,1993,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.0,Entrenamiento
0.0,0.0,0.0,71.45,7.89,20.66,26.17,25.12,48.72,19.64,54.68,6.53,19.15,91.97,8.03,17.04,82.96,0.0,4.55,95.46,67,1978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0,Entrenamiento
0.0,0.0,273.92,57.19,28.45,14.35,10.13,20.4,69.47,6.19,33.11,20.17,40.52,83.67,16.33,15.38,84.62,0.0,0.0,100.0,45,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,Entrenamiento
0.0,2807.28,366.41,13.37,57.2,29.43,22.17,48.37,29.46,38.56,37.89,13.8,9.76,31.64,68.36,17.35,82.65,0.0,9.18,90.81,76,1969,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.0,Entrenamiento
0.0,4334.83,250.78,73.54,26.46,0.0,0.0,0.0,100.0,0.0,0.0,73.89,26.11,0.0,100.0,0.0,100.0,0.0,0.0,100.0,70,1975,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,Entrenamiento
0.0,359.6,0.0,33.2,24.68,42.12,0.0,0.0,100.0,0.0,32.92,0.0,67.08,0.0,100.0,0.0,100.0,0.0,0.0,100.0,34,2009,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,Entrenamiento
0.0,4614.97,225.34,50.77,9.35,39.88,5.01,3.88,91.11,13.42,22.6,28.73,35.25,0.0,100.0,0.0,100.0,0.0,0.0,100.0,63,1982,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.0,Entrenamiento
0.0,0.0,525.34,72.7,27.3,0.0,41.42,14.04,44.54,44.41,12.54,43.05,0.0,100.0,0.0,46.07,53.93,0.0,0.0,100.0,60,1987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,Entrenamiento
0.0,7034.21,0.0,14.57,85.43,0.0,0.0,0.0,100.0,0.0,0.0,53.25,46.75,0.0,100.0,0.0,100.0,0.0,0.0,100.0,47,1999,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,Entrenamiento
0.0,6246.52,539.22,56.52,43.48,0.0,0.0,12.79,87.21,22.78,15.83,48.04,13.35,79.05,20.95,0.0,100.0,0.0,0.0,100.0,71,1972,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1.0,Entrenamiento
0.0,0.0,0.0,54.07,45.93,0.0,59.2,25.88,14.92,50.83,23.73,4.5,20.94,100.0,0.0,87.66,12.34,8.03,26.89,65.09,60,1985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,Entrenamiento
446.56,0.0,492.73,25.64,74.36,0.0,15.88,84.12,0.0,21.01,78.99,0.0,0.0,100.0,0.0,20.08,79.92,0.0,0.0,100.0,61,1983,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.0,Entrenamiento
0.0,2677.58,344.24,56.4,25.09,18.51,27.77,50.57,21.66,25.89,35.7,17.53,20.88,30.12,69.88,26.0,74.0,0.0,3.64,96.35,74,1971,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,Entrenamiento
0.0,4971.4,392.56,51.63,28.75,19.62,20.22,50.81,28.97,27.12,31.3,13.93,27.64,56.5,43.5,51.78,48.22,4.5,10.8,84.71,48,1996,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,Entrenamiento
0.0,0.0,0.0,21.81,37.28,40.91,0.0,0.0,100.0,0.0,0.0,82.94,17.06,14.48,85.52,0.0,100.0,0.0,5.25,94.75,71,1976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.0,Entrenamiento
110.78,2202.22,504.48,100.0,0.0,0.0,0.0,42.76,57.24,0.0,69.13,30.87,0.0,79.32,20.68,30.79,69.21,0.0,0.0,100.0,34,2009,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,Entrenamiento
0.0,0.0,272.77,50.38,30.41,19.21,9.06,25.82,65.12,10.39,38.08,33.96,17.57,8.09,91.91,3.07,96.93,4.09,3.89,92.01,38,2006,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,Entrenamiento
0.0,0.0,997.32,60.38,14.23,25.39,1.11,44.19,54.69,20.72,33.85,32.41,13.03,68.49,31.51,26.57,73.43,8.87,5.15,85.97,52,1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0,Entrenamiento
0.0,3139.5,926.33,55.79,44.21,0.0,0.0,0.0,100.0,0.0,0.0,54.99,45.01,44.08,55.92,0.0,100.0,0.0,0.0,100.0,79,1966,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0,Entrenamiento
0.0,3796.4,0.0,6.69,15.47,77.85,12.66,43.06,44.28,72.8,13.78,13.42,0.0,91.81,8.19,87.45,12.55,0.0,0.0,100.0,67,1979,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.0,Entrenamiento
0.0,0.0,0.0,39.03,60.97,0.0,0.0,58.74,41.26,43.46,28.85,1.37,26.31,12.34,87.66,61.79,38.21,0.0,0.0,100.0,49,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,Entrenamiento
0.0,637.9,418.96,43.23,43.36,13.41,18.52,40.87,40.61,42.51,15.17,19.55,22.77,58.22,41.78,43.11,56.89,2.84,15.84,81.31,64,1982,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,Entrenamiento
0.0,0.0,365.17,60.04,39.96,0.0,0.0,73.04,26.96,0.0,74.46,0.0,25.54,69.0,31.0,3.13,96.87,0.0,0.0,100.0,44,1999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,Entrenamiento
0.0,554.41,149.52,16.22,83.78,0.0,50.33,3.24,46.43,3.02,43.15,2.98,50.85,45.52,54.48,29.93,70.07,0.0,41.97,58.03,77,1969,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,Entrenamiento
0.0,149.4,0.0,56.34,43.66,0.0,6.28,91.0,2.72,39.46,38.48,5.01,17.05,6.66,93.34,31.93,68.07,0.0,9.27,90.73,64,1980,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.0,Entrenamiento
0.0,1817.4,134.6,31.15,0.0,68.85,0.0,19.24,80.76,43.85,0.0,0.0,56.15,31.56,68.44,12.64,87.36,0.0,0.0,100.0,50,1993,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,Entrenamiento
0.0,0.0,235.9,49.53,46.27,4.2,0.0,46.65,53.35,1.31,29.82,48.86,20.01,67.05,32.95,2.99,97.01,0.0,0.0,99.99,52,1991,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,Entrenamiento
0.0,69.53,0.0,17.53,35.99,46.49,42.19,19.11,38.7,17.04,19.55,17.28,46.13,25.88,74.12,87.49,12.51,0.0,3.8,96.2,75,1969,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.0,Entrenamiento
0.0,1126.24,57.61,37.99,28.76,33.26,15.02,40.45,44.54,20.61,43.63,13.6,22.16,61.16,38.84,29.91,70.09,0.0,5.48,94.52,59,1985,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.0,Entrenamiento
0.0,625.84,0.0,18.14,53.13,28.73,0.0,44.92,55.08,0.0,42.58,39.91,17.51,0.0,100.0,2.02,97.98,0.0,0.0,100.0,56,1987,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,Entrenamiento
0.0,4668.11,205.47,57.75,13.94,28.31,0.0,45.5,54.5,0.0,17.89,23.57,58.54,0.0,100.0,0.0,100.0,0.0,0.0,100.0,68,1976,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,Entrenamiento
0.0,1236.95,165.55,98.43,1.57,0.0,0.0,42.59,57.41,1.63,29.93,52.14,16.3,0.0,100.0,15.42,84.58,0.0,38.94,61.05,37,2009,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,Entrenamiento
0.0,1604.09,0.0,64.13,34.07,1.8,0.0,27.24,72.76,6.73,27.48,44.46,21.33,7.83,92.17,0.0,100.0,0.0,0.0,100.0,47,1997,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,Entrenamiento
0.0,3008.57,346.48,36.05,44.92,19.03,2.67,59.93,37.39,30.62,24.54,8.77,36.07,27.58,72.42,45.67,54.33,0.0,10.09,89.91,47,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,Entrenamiento
0.0,0.0,0.0,44.12,55.88,0.0,13.13,44.6,42.28,27.74,30.63,27.03,14.59,80.55,19.45,85.94,14.06,0.0,0.0,100.0,52,1994,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.0,Entrenamiento
0.0,8702.88,407.22,17.03,82.97,0.0,64.25,35.75,0.0,88.44,11.56,0.0,0.0,100.0,0.0,100.0,0.0,8.68,17.71,73.61,53,1992,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.0,Entrenamiento
0.0,3893.7,0.0,19.12,41.08,39.8,29.92,61.69,8.39,59.75,23.77,16.48,0.0,100.0,0.0,55.1,44.9,0.0,12.26,87.74,53,1991,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,Entrenamiento
0.0,0.0,35.94,92.96,7.04,0.0,3.31,4.95,91.74,8.38,22.42,13.63,55.57,1.74,98.26,3.57,96.43,4.1,0.0,95.9,46,1997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.0,Entrenamiento
0.0,0.0,200.57,10.82,68.78,20.4,0.0,40.43,59.57,25.66,57.99,0.0,16.35,100.0,0.0,32.38,67.62,0.0,12.36,87.65,54,1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.0,Entrenamiento
0.0,1506.46,0.0,48.18,31.62,14.35,6.28,34.05,53.39,16.020000000000003,27.57,19.55,22.94,57.8,42.2,20.57,79.43,0.0,0.0,99.99,60,1984,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,Entrenamiento
0.0,2922.25,217.1,55.77,23.48,20.75,43.9,39.82,16.27,68.84,16.31,1.17,13.68,97.04,2.96,46.59,53.41,0.0,3.85,96.16,57,1989,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1.0,Entrenamiento
0.0,896.66,409.39,57.5,42.5,0.0,0.0,33.34,66.66,3.71,28.62,0.0,67.67,64.6,35.4,30.26,69.74,0.0,0.0,100.0,47,1997,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,Entrenamiento
0.0,6820.42,423.97,52.0,48.0,0.0,58.71,26.88,14.41,58.77,21.35,13.66,6.22,100.0,0.0,79.93,20.07,15.25,36.03,48.72,60,1986,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1.0,Entrenamiento
0.0,1908.84,0.0,21.23,22.63,56.14,32.05,36.15,31.8,30.41,4.16,15.3,50.14,97.18,2.82,33.09,66.91,0.0,2.36,97.64,69,1977,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,Entrenamiento
0.0,4254.52,442.04,6.58,30.07,63.35,3.21,46.03,50.76,17.76,21.16,19.46,41.63,17.29,82.71,17.86,82.14,0.0,8.9,91.11,48,1997,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,Entrenamiento
0.0,4132.63,0.0,46.56,39.46,13.98,15.74,32.84,51.43,16.79,22.04,31.07,30.1,69.93,30.07,15.21,84.79,6.99,6.87,86.14,47,1996,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.0,Entrenamiento
0.0,1309.88,974.29,64.75,2.48,32.77,41.27,11.34,47.39,28.6,52.4,11.72,7.29,96.69,3.31,8.39,91.61,0.0,0.0,100.0,47,1997,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.0,Entrenamiento
0.0,0.0,0.0,31.24,31.62,37.14,9.27,29.19,61.53,21.72,32.3,33.28,12.69,41.6,58.4,27.85,72.15,0.0,6.45,93.55,58,1987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.0,Entrenamiento
0.0,1630.69,163.38,76.31,20.25,3.44,35.88,57.93,6.19,26.23,58.92,7.84,7.01,28.79,71.21,41.43,58.57,0.0,3.96,96.04,68,1975,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,Entrenamiento
0.0,0.0,0.0,60.35,39.65,0.0,5.47,77.33,17.2,31.78,41.92,2.65,23.65,8.76,91.24,26.68,73.32,0.0,1.28,98.72,75,1968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.0,Entrenamiento
0.0,0.0,162.66,29.41,37.4,33.18,8.53,73.88,17.59,21.66,57.66,3.45,17.23,20.06,79.94,31.72,68.28,0.0,7.56,92.43,76,1967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.0,Entrenamiento
0.0,0.0,546.45,32.79,63.28,3.93,17.18,80.09,2.73,15.35,70.85,7.75,6.06,28.95,71.05,20.2,79.8,0.0,7.3,92.7,66,1981,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,Entrenamiento
0.0,4793.49,354.25,90.14,4.34,5.52,22.27,14.43,63.3,0.0,13.11,73.94,12.95,90.87,9.13,2.78,97.22,0.0,0.0,100.0,56,1992,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,Entrenamiento
0.0,0.0,99.77,14.36,11.64,73.99,5.46,45.9,48.63,0.0,42.7,28.02,29.28,20.29,79.71,21.41,78.59,0.0,0.0,100.01,69,1976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,Entrenamiento
0.0,0.0,180.81,71.36,25.86,2.79,2.09,14.89,83.02,3.91,29.75,25.32,41.02,95.73,4.27,6.11,93.89,0.0,0.0,100.0,42,2001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0,Entrenamiento
0.0,2400.42,0.0,41.84,42.19,15.97,53.96,30.66,15.37,100.0,0.0,0.0,0.0,100.0,0.0,79.65,20.35,8.35,18.48,73.17,69,1976,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,Entrenamiento
0.0,0.0,161.64,28.8,55.53,15.68,0.0,0.0,100.0,0.0,20.61,79.39,0.0,45.86,54.14,0.0,100.0,0.0,0.0,100.0,70,1974,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.0,Entrenamiento
2727.66,3480.93,581.28,50.14,28.73,21.13,30.94,42.3,26.76,40.98,50.83,8.19,0.0,90.96,9.04,27.15,72.85,0.0,0.0,100.0,47,1997,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.0,Entrenamiento
0.0,537.01,0.0,98.43,1.57,0.0,0.0,42.59,57.41,1.63,29.93,52.14,16.3,0.0,100.0,15.42,84.58,0.0,38.94,61.05,68,1977,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.0,Entrenamiento
0.0,1700.29,0.0,43.31,22.03,34.67,0.0,7.08,92.92,4.26,9.56,0.0,86.18,6.95,93.05,18.69,81.31,0.0,0.0,100.0,46,1999,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,Entrenamiento
0.0,1499.18,0.0,94.44,4.24,1.32,0.0,3.82,96.18,12.05,6.61,56.44,24.9,0.0,100.0,17.41,82.59,0.0,0.0,99.99,46,1997,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.0,Entrenamiento
0.0,0.0,387.32,23.1,27.4,49.51,7.14,73.96,18.9,0.0,43.52,25.37,31.11,18.66,81.34,0.0,100.0,0.0,3.6,96.41,67,1977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0,Entrenamiento
0.0,813.92,0.0,0.0,25.57,74.43,0.0,100.0,0.0,42.27,57.73,0.0,0.0,0.0,100.0,26.52,73.48,0.0,0.0,100.0,79,1965,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.0,Entrenamiento
